,CODDEPTO,DEPARTAMENTO,CODMPIO,MUNICIPIO,Categoría,AÑO,Hectáreas cultivadas
3801,68,SANTANDER,68385,LANDÁZURI,Cultivo abandonado,2012,14.0
3802,68,SANTANDER,68524,PALMAS DEL SOCORRO,Cultivo abandonado,2012,0.0
3803,68,SANTANDER,68573,PUERTO PARRA,Cultivo abandonado,2012,5.0
3804,68,SANTANDER,68615,RIONEGRO,Cultivo intermintente,2012,2.0
3805,68,SANTANDER,68655,SABANA DE TORRES,Cultivo abandonado,2012,0.0
3806,68,SANTANDER,68689,SAN VICENTE DE CHUCURÍ,Cultivo abandonado,2012,0.0
3807,68,SANTANDER,68720,SANTA HELENA DEL OPÓN,Cultivo intermintente,2012,5.0
3808,68,SANTANDER,68745,SIMACOTA,Cultivo intermintente,2012,1.0
3809,68,SANTANDER,68755,SOCORRO,Cultivo abandonado,2012,0.0
3810,68,SANTANDER,68773,SUCRE,Cultivo abandonado,2012,31.0
3811,68,SANTANDER,68861,VÉLEZ,Cultivo abandonado,2012,2.0
3812,76,VALLE DEL CAUCA,76100,BOLÍVAR,Cultivo permanente,2012,14.0
3813,76,VALLE DEL CAUCA,76109,BUENAVENTURA,Cultivo permanente,2012,422.0
3814,76,VALLE DEL CAUCA,76001,CALI,Cultivo abandonado,2012,0.0
3815,76,VALLE DEL CAUCA,76126,CALIMA ,Cultivo permanente,2012,46.0
3816,76,VALLE DEL CAUCA,76233,DAGUA,Cultivo permanente,2012,0.0
3817,76,VALLE DEL CAUCA,76364,JAMUNDÍ,Cultivo intermintente,2012,0.0
3818,76,VALLE DEL CAUCA,76834,TULUÁ,Cultivo intermintente,2012,0.0
3819,97,VAUPÉS,97161,CARURÚ,Cultivo permanente,2012,105.0
3820,97,VAUPÉS,97001,MITÚ,Cultivo abandonado,2012,125.0
3821,97,VAUPÉS,97511,PACOA ,Cultivo abandonado,2012,15.0
3822,97,VAUPÉS,97777,PAPUNAUA ,Cultivo abandonado,2012,6.0
3823,97,VAUPÉS,97666,TARAIRA,Cultivo abandonado,2012,1.0
3824,97,VAUPÉS,97889,YAVARATÉ ,Cultivo abandonado,2012,2.0
3825,99,VICHADA,99773,CUMARIBO,Cultivo permanente,2012,1234.0
3826,99,VICHADA,99524,LA PRIMAVERA,Cultivo abandonado,2012,8.0
3827,99,VICHADA,99624,SANTA ROSALÍA,Cultivo abandonado,2012,0.0
3828,91,AMAZONAS,91263,EL ENCANTO ,Cultivo intermintente,2013,8.0
3829,91,AMAZONAS,91405,LA CHORRERA ,Cultivo intermintente,2013,25.0
3830,91,AMAZONAS,91407,LA PEDRERA ,Cultivo abandonado,2013,0.0
3831,91,AMAZONAS,91430,LA VICTORIA  ,Cultivo abandonado,2013,0.0
3832,91,AMAZONAS,91460,MIRITÍ-PARANÁ  ,Cultivo abandonado,2013,0.0
3833,91,AMAZONAS,91530,PUERTO ALEGRÍA ,Cultivo permanente,2013,76.0
3834,91,AMAZONAS,91536,PUERTO ARICA ,Cultivo abandonado,2013,0.0
3835,91,AMAZONAS,91669,SANTANDER  ,Cultivo abandonado,2013,1.0
3836,5,ANTIOQUIA,5031,AMALFI,Cultivo permanente,2013,48.0
3837,5,ANTIOQUIA,5040,ANORÍ,Cultivo permanente,2013,107.0
3838,5,ANTIOQUIA,5045,APARTADÓ,Cultivo permanente,2013,5.0
3839,5,ANTIOQUIA,5055,ARGELIA,Cultivo abandonado,2013,2.0
3840,5,ANTIOQUIA,5107,BRICEÑO,Cultivo permanente,2013,5.0
3841,5,ANTIOQUIA,5120,CÁCERES,Cultivo permanente,2013,143.0
3842,5,ANTIOQUIA,5134,CAMPAMENTO,Cultivo permanente,2013,11.0
3843,5,ANTIOQUIA,5142,CARACOLÍ,Cultivo abandonado,2013,0.0
3844,5,ANTIOQUIA,5147,CAREPA,Cultivo abandonado,2013,0.0
3845,5,ANTIOQUIA,5148,CARMEN DE VIBORAL,Cultivo abandonado,2013,0.0
3846,5,ANTIOQUIA,5154,CAUCASIA,Cultivo intermintente,2013,0.0
3847,5,ANTIOQUIA,5172,CHIGORODÓ,Cultivo intermintente,2013,4.0
3848,5,ANTIOQUIA,5197,COCORNÁ,Cultivo abandonado,2013,0.0
3849,5,ANTIOQUIA,5234,DABEIBA,Cultivo abandonado,2013,0.0
3850,5,ANTIOQUIA,5250,EL BAGRE,Cultivo permanente,2013,96.0
3851,5,ANTIOQUIA,5284,FRONTINO,Cultivo abandonado,2013,0.0
3852,5,ANTIOQUIA,5310,GÓMEZ PLATA,Cultivo abandonado,2013,0.0
3853,5,ANTIOQUIA,5361,ITUANGO,Cultivo permanente,2013,27.0
3854,5,ANTIOQUIA,5425,MACEO,Cultivo abandonado,2013,0.0
3855,5,ANTIOQUIA,5475,MURINDÓ,Cultivo intermintente,2013,1.0
3856,5,ANTIOQUIA,5480,MUTATÁ,Cultivo intermintente,2013,4.0
3857,5,ANTIOQUIA,5483,NARIÑO,Cultivo abandonado,2013,0.0
3858,5,ANTIOQUIA,5495,NECHÍ,Cultivo permanente,2013,28.0
3859,5,ANTIOQUIA,5490,NECOCLÍ,Cultivo abandonado,2013,1.0
3860,5,ANTIOQUIA,5579,PUERTO BERRÍO,Cultivo abandonado,2013,2.0
3861,5,ANTIOQUIA,5585,PUERTO NARE,Cultivo abandonado,2013,0.0
3862,5,ANTIOQUIA,5591,PUERTO TRIUNFO,Cultivo abandonado,2013,0.0
3863,5,ANTIOQUIA,5604,REMEDIOS,Cultivo permanente,2013,3.0
3864,5,ANTIOQUIA,5628,SABANALARGA,Cultivo abandonado,2013,0.0
3865,5,ANTIOQUIA,5649,SAN CARLOS,Cultivo intermintente,2013,3.0
3866,5,ANTIOQUIA,5652,SAN FRANCISCO,Cultivo permanente,2013,31.0
3867,5,ANTIOQUIA,5660,SAN LUIS,Cultivo permanente,2013,11.0
3868,5,ANTIOQUIA,5665,SAN PEDRO DE URABÁ,Cultivo intermintente,2013,0.0
3869,5,ANTIOQUIA,5667,SAN RAFAEL,Cultivo abandonado,2013,0.0
3870,5,ANTIOQUIA,5670,SAN ROQUE,Cultivo abandonado,2013,0.0
3871,5,ANTIOQUIA,5686,SANTA ROSA DE OSOS,Cultivo abandonado,2013,0.0
3872,5,ANTIOQUIA,5736,SEGOVIA,Cultivo permanente,2013,19.0
3873,5,ANTIOQUIA,5756,SONSÓN,Cultivo intermintente,2013,10.0
3874,5,ANTIOQUIA,5790,TARAZÁ,Cultivo permanente,2013,338.0
3875,5,ANTIOQUIA,5819,TOLEDO,Cultivo emergente,2013,0.0
3876,5,ANTIOQUIA,5837,TURBO,Cultivo permanente,2013,35.0
3877,5,ANTIOQUIA,5842,URAMITA,Cultivo abandonado,2013,0.0
3878,5,ANTIOQUIA,5847,URRAO,Cultivo abandonado,2013,5.0
3879,5,ANTIOQUIA,5854,VALDIVIA,Cultivo permanente,2013,32.0
3880,5,ANTIOQUIA,5858,VEGACHÍ,Cultivo intermintente,2013,0.0
3881,5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,Cultivo intermintente,2013,7.0
3882,5,ANTIOQUIA,5885,YALÍ,Cultivo intermintente,2013,0.0
3883,5,ANTIOQUIA,5887,YARUMAL,Cultivo permanente,2013,1.0
3884,5,ANTIOQUIA,5890,YOLOMBÓ,Cultivo intermintente,2013,0.0
3885,5,ANTIOQUIA,5893,YONDÓ ,Cultivo intermintente,2013,0.0
3886,5,ANTIOQUIA,5895,ZARAGOZA,Cultivo permanente,2013,12.0
3887,81,ARAUCA,81065,ARAUQUITA,Cultivo intermintente,2013,44.0
3888,81,ARAUCA,81300,FORTUL,Cultivo abandonado,2013,3.0
3889,81,ARAUCA,81591,PUERTO RONDÓN,Cultivo abandonado,2013,1.0
3890,81,ARAUCA,81736,SARAVENA,Cultivo abandonado,2013,4.0
3891,81,ARAUCA,81794,TAME,Cultivo abandonado,2013,17.0
3892,13,BOLÍVAR,13006,ACHÍ,Cultivo permanente,2013,1.0
3893,13,BOLÍVAR,13030,ALTOS DEL ROSARIO,Cultivo intermintente,2013,0.0
3894,13,BOLÍVAR,13042,ARENAL,Cultivo permanente,2013,16.0
3895,13,BOLÍVAR,13074,BARRANCO DE LOBA,Cultivo intermintente,2013,0.0
3896,13,BOLÍVAR,13160,CANTAGALLO,Cultivo permanente,2013,57.0
3897,13,BOLÍVAR,13268,EL PEÑÓN,Cultivo abandonado,2013,0.0
3898,13,BOLÍVAR,13458,MONTECRISTO,Cultivo permanente,2013,163.0
3899,13,BOLÍVAR,13473,MORALES,Cultivo permanente,2013,19.0
3900,13,BOLÍVAR,13490,NOROSI,Cultivo permanente,2013,14.0
3901,13,BOLÍVAR,13600,RIOVIEJO,Cultivo permanente,2013,9.0
3902,13,BOLÍVAR,13655,SAN JACINTO DEL CAUCA,Cultivo permanente,2013,18.0
3903,13,BOLÍVAR,13667,SAN MARTÍN DE LOBA,Cultivo intermintente,2013,0.0
3904,13,BOLÍVAR,13670,SAN PABLO,Cultivo permanente,2013,225.0
3905,13,BOLÍVAR,13688,SANTA ROSA DEL SUR,Cultivo permanente,2013,336.0
3906,13,BOLÍVAR,13744,SIMITÍ,Cultivo permanente,2013,54.0
3907,13,BOLÍVAR,13810,TIQUISIO ,Cultivo permanente,2013,13.0
3908,15,BOYACÁ,15212,COPER,Cultivo abandonado,2013,0.0
3909,15,BOYACÁ,15223,CUBARÁ,Cultivo abandonado,2013,0.0
3910,15,BOYACÁ,15401,LA VICTORIA,Cultivo abandonado,2013,0.0
3911,15,BOYACÁ,15442,MARIPÍ,Cultivo abandonado,2013,0.0
3912,15,BOYACÁ,15480,MUZO,Cultivo abandonado,2013,0.0
3913,15,BOYACÁ,15507,OTANCHE,Cultivo intermintente,2013,6.0
3914,15,BOYACÁ,15531,PAUNA,Cultivo abandonado,2013,3.0
3915,15,BOYACÁ,15572,PUERTO BOYACÁ,Cultivo permanente,2013,8.0
3916,15,BOYACÁ,15580,QUÍPAMA,Cultivo abandonado,2013,0.0
3917,15,BOYACÁ,15681,SAN PABLO DE BORBUR,Cultivo abandonado,2013,0.0
3918,15,BOYACÁ,15696,SANTA SOFÍA,Cultivo abandonado,2013,0.0
3919,15,BOYACÁ,15832,TUNUNGUÁ,Cultivo abandonado,2013,0.0
3920,17,CALDAS,17433,MANZANARES,Cultivo abandonado,2013,0.0
3921,17,CALDAS,17495,NORCASIA,Cultivo abandonado,2013,0.0
3922,17,CALDAS,17541,PENSILVANIA,Cultivo abandonado,2013,0.0
3923,17,CALDAS,17662,SAMANÁ,Cultivo abandonado,2013,8.0
3924,17,CALDAS,17867,VICTORIA,Cultivo abandonado,2013,0.0
3925,18,CAQUETÁ,18029,ALBANIA,Cultivo permanente,2013,7.0
3926,18,CAQUETÁ,18094,BELÉN DE LOS ANDAQUÍES,Cultivo intermintente,2013,85.0
3927,18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,Cultivo permanente,2013,703.0
3928,18,CAQUETÁ,18205,CURILLO,Cultivo permanente,2013,208.0
3929,18,CAQUETÁ,18247,EL DONCELLO,Cultivo permanente,2013,68.0
3930,18,CAQUETÁ,18256,EL PAUJIL,Cultivo permanente,2013,114.0
3931,18,CAQUETÁ,18001,FLORENCIA,Cultivo permanente,2013,25.0
3932,18,CAQUETÁ,18460,MILÁN,Cultivo permanente,2013,359.0
3933,18,CAQUETÁ,18410,MONTAÑITA,Cultivo permanente,2013,816.0
3934,18,CAQUETÁ,18479,MORELIA,Cultivo intermintente,2013,10.0
3935,18,CAQUETÁ,18592,PUERTO RICO,Cultivo permanente,2013,207.0
3936,18,CAQUETÁ,18610,SAN JOSÉ DEL FRAGUA,Cultivo permanente,2013,488.0
3937,18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,Cultivo permanente,2013,164.0
3938,18,CAQUETÁ,18756,SOLANO,Cultivo permanente,2013,933.0
3939,18,CAQUETÁ,18785,SOLITA,Cultivo permanente,2013,29.0
3940,18,CAQUETÁ,18860,VALPARAÍSO,Cultivo permanente,2013,106.0
3941,19,CAUCA,19022,ALMAGUER,Cultivo abandonado,2013,0.0
3942,19,CAUCA,19050,ARGELIA,Cultivo permanente,2013,121.0
3943,19,CAUCA,19075,BALBOA,Cultivo permanente,2013,24.0
3944,19,CAUCA,19100,BOLÍVAR,Cultivo permanente,2013,1.0
3945,19,CAUCA,19110,BUENOS AIRES,Cultivo intermintente,2013,0.0
3946,19,CAUCA,19130,CAJIBÍO,Cultivo intermintente,2013,0.0
3947,19,CAUCA,19137,CALDONO,Cultivo emergente,2013,0.0
3948,19,CAUCA,19142,CALOTO,Cultivo intermintente,2013,0.0
3949,19,CAUCA,19212,CORINTO,Cultivo intermintente,2013,0.0
3950,19,CAUCA,19256,EL TAMBO,Cultivo permanente,2013,1297.0
3951,19,CAUCA,19290,FLORENCIA,Cultivo abandonado,2013,0.0
3952,19,CAUCA,19318,GUAPI,Cultivo permanente,2013,182.0
3953,19,CAUCA,19364,JAMBALÓ,Cultivo emergente,2013,0.0
3954,19,CAUCA,19392,LA SIERRA,Cultivo abandonado,2013,0.0
3955,19,CAUCA,19397,LA VEGA,Cultivo abandonado,2013,0.0
3956,19,CAUCA,19418,LÓPEZ,Cultivo permanente,2013,548.0
3957,19,CAUCA,19450,MERCADERES,Cultivo intermintente,2013,21.0
3958,19,CAUCA,19455,MIRANDA,Cultivo intermintente,2013,0.0
3959,19,CAUCA,19473,MORALES,Cultivo permanente,2013,17.0
3960,19,CAUCA,19532,PATÍA  ,Cultivo permanente,2013,76.0
3961,19,CAUCA,19533,PIAMONTE,Cultivo permanente,2013,461.0
3962,19,CAUCA,19548,PIENDAMÓ,Cultivo emergente,2013,0.0
3963,19,CAUCA,19622,ROSAS,Cultivo intermintente,2013,0.0
3964,19,CAUCA,19701,SANTA ROSA,Cultivo intermintente,2013,0.0
3965,19,CAUCA,19698,SANTANDER DE QUILICHAO,Cultivo emergente,2013,0.0
3966,19,CAUCA,19760,SOTARÁ ,Cultivo abandonado,2013,0.0
3967,19,CAUCA,19780,SUÁREZ,Cultivo permanente,2013,1.0
3968,19,CAUCA,19785,SUCRE,Cultivo permanente,2013,5.0
3969,19,CAUCA,19807,TIMBÍO,Cultivo intermintente,2013,0.0
3970,19,CAUCA,19809,TIMBIQUÍ,Cultivo permanente,2013,572.0
3971,19,CAUCA,19821,TORIBÍO,Cultivo intermintente,2013,0.0
3972,20,CESAR,20178,CHIRIGUANÁ,Cultivo abandonado,2013,0.0
3973,20,CESAR,20310,GONZÁLEZ,Cultivo permanente,2013,4.0
3974,20,CESAR,20517,PAILITAS,Cultivo abandonado,2013,0.0
3975,20,CESAR,20710,SAN ALBERTO,Cultivo intermintente,2013,6.0
3976,20,CESAR,20770,SAN MARTÍN,Cultivo intermintente,2013,3.0
3977,27,CHOCÓ,27006,ACANDÍ,Cultivo permanente,2013,2.0
3978,27,CHOCÓ,27025,ALTO BAUDÓ ,Cultivo permanente,2013,105.0
3979,27,CHOCÓ,27050,ATRATO ,Cultivo intermintente,2013,2.0
3980,27,CHOCÓ,27075,BAHÍA SOLANO ,Cultivo abandonado,2013,0.0
3981,27,CHOCÓ,27077,BAJO BAUDÓ  ,Cultivo permanente,2013,145.0
3982,27,CHOCÓ,27099,BOJAYÁ ,Cultivo abandonado,2013,0.0
3983,27,CHOCÓ,27150,CARMEN DEL DARIÉN  ,Cultivo permanente,2013,76.0
3984,27,CHOCÓ,27205,CONDOTO,Cultivo permanente,2013,7.0
3985,27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,Cultivo intermintente,2013,29.0
3986,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,Cultivo permanente,2013,67.0
3987,27,CHOCÓ,27361,ISTMINA,Cultivo permanente,2013,369.0
3988,27,CHOCÓ,27372,JURADÓ,Cultivo abandonado,2013,9.0
3989,27,CHOCÓ,27413,LLORÓ,Cultivo intermintente,2013,0.0
3990,27,CHOCÓ,27425,MEDIO ATRATO ,Cultivo abandonado,2013,0.0
3991,27,CHOCÓ,27430,MEDIO BAUDÓ ,Cultivo permanente,2013,177.0
3992,27,CHOCÓ,27450,MEDIO SAN JUAN ,Cultivo permanente,2013,192.0
3993,27,CHOCÓ,27491,NÓVITA,Cultivo permanente,2013,91.0
3994,27,CHOCÓ,27495,NUQUÍ,Cultivo abandonado,2013,3.0
3995,27,CHOCÓ,27001,QUIBDÓ,Cultivo permanente,2013,11.0
3996,27,CHOCÓ,27580,RÍO IRÓ ,Cultivo permanente,2013,12.0
3997,27,CHOCÓ,27600,RÍO QUITO ,Cultivo intermintente,2013,3.0
3998,27,CHOCÓ,27615,RIOSUCIO,Cultivo permanente,2013,130.0
3999,27,CHOCÓ,27660,SAN JOSÉ DEL PALMAR,Cultivo permanente,2013,92.0
4000,27,CHOCÓ,27745,SIPÍ,Cultivo permanente,2013,106.0
4001,27,CHOCÓ,27787,TADÓ,Cultivo abandonado,2013,2.0
4002,27,CHOCÓ,27800,UNGUÍA,Cultivo permanente,2013,31.0
4003,27,CHOCÓ,27810,UNIÓN PANAMERICANA ,Cultivo abandonado,2013,0.0
4004,23,CÓRDOBA,23350,LA APARTADA,Cultivo abandonado,2013,0.0
4005,23,CÓRDOBA,23466,MONTELÍBANO,Cultivo permanente,2013,43.0
4006,23,CÓRDOBA,23580,PUERTO LIBERTADOR,Cultivo permanente,2013,36.0
4007,23,CÓRDOBA,23682,SAN JOSÉ DE URÉ,Cultivo permanente,2013,13.0
4008,23,CÓRDOBA,23807,TIERRALTA,Cultivo permanente,2013,341.0
4009,23,CÓRDOBA,23855,VALENCIA,Cultivo permanente,2013,6.0
4010,25,CUNDINAMARCA,25148,CAPARRAPÍ,Cultivo abandonado,2013,0.0
4011,25,CUNDINAMARCA,25518,PAIME,Cultivo abandonado,2013,0.0
4012,25,CUNDINAMARCA,25823,TOPAIPÍ,Cultivo abandonado,2013,0.0
4013,25,CUNDINAMARCA,25885,YACOPÍ,Cultivo abandonado,2013,0.0
4014,94,GUAINÍA,94343,BARRANCO MINA ,Cultivo abandonado,2013,30.0
4015,94,GUAINÍA,94001,INIRIDA,Cultivo abandonado,2013,27.0
4016,94,GUAINÍA,94663,MAPIRIPANA ,Cultivo abandonado,2013,19.0
4017,94,GUAINÍA,94888,MORICHAL  ,Cultivo permanente,2013,4.0
4018,94,GUAINÍA,94887,PANÁ PANÁ  ,Cultivo abandonado,2013,1.0
4019,94,GUAINÍA,94884,PUERTO COLOMBIA ,Cultivo abandonado,2013,0.0
4020,95,GUAVIARE,95015,CALAMAR,Cultivo permanente,2013,399.0
4021,95,GUAVIARE,95025,EL RETORNO,Cultivo permanente,2013,1314.0
4022,95,GUAVIARE,95200,MIRAFLORES,Cultivo permanente,2013,1780.0
4023,95,GUAVIARE,95001,SAN JOSÉ DEL GUAVIARE,Cultivo permanente,2013,1232.0
4024,44,LA GUAJIRA,44090,DIBULLA,Cultivo intermintente,2013,6.0
4025,44,LA GUAJIRA,44001,RIOHACHA,Cultivo abandonado,2013,0.0
4026,47,MAGDALENA,47053,ARACATACA,Cultivo abandonado,2013,1.0
4027,47,MAGDALENA,47189,CIÉNAGA,Cultivo abandonado,2013,0.0
4028,47,MAGDALENA,47288,FUNDACIÓN,Cultivo abandonado,2013,1.0
4029,47,MAGDALENA,47001,SANTA MARTA ,Cultivo permanente,2013,35.0
4030,50,META,50350,LA MACARENA,Cultivo permanente,2013,307.0
4031,50,META,50400,LEJANÍAS,Cultivo abandonado,2013,0.0
4032,50,META,50325,MAPIRIPÁN,Cultivo permanente,2013,437.0
4033,50,META,50330,MESETAS,Cultivo intermintente,2013,37.0
4034,50,META,50450,PUERTO CONCORDIA,Cultivo permanente,2013,49.0
4035,50,META,50568,PUERTO GAITÁN,Cultivo abandonado,2013,7.0
4036,50,META,50577,PUERTO LLERAS,Cultivo intermintente,2013,14.0
4037,50,META,50573,PUERTO LÓPEZ,Cultivo abandonado,2013,0.0
4038,50,META,50590,PUERTO RICO,Cultivo permanente,2013,1101.0
4039,50,META,50683,SAN JUAN DE ARAMA,Cultivo permanente,2013,91.0
4040,50,META,50689,SAN MARTÍN,Cultivo abandonado,2013,0.0
4041,50,META,50370,URIBE,Cultivo intermintente,2013,49.0
4042,50,META,50711,VISTAHERMOSA,Cultivo permanente,2013,806.0
4043,52,NARIÑO,52036,ANCUYA,Cultivo intermintente,2013,0.0
4044,52,NARIÑO,52079,BARBACOAS,Cultivo permanente,2013,1511.0
4045,52,NARIÑO,52110,BUESACO,Cultivo abandonado,2013,0.0
4046,52,NARIÑO,52207,CONSACÁ,Cultivo abandonado,2013,0.0
4047,52,NARIÑO,52210,CONTADERO,Cultivo abandonado,2013,0.0
4048,52,NARIÑO,52215,CÓRDOBA,Cultivo abandonado,2013,0.0
4049,52,NARIÑO,52227,CUMBAL,Cultivo abandonado,2013,0.0
4050,52,NARIÑO,52233,CUMBITARA,Cultivo permanente,2013,115.0
4051,52,NARIÑO,52250,EL CHARCO,Cultivo permanente,2013,1020.0
4052,52,NARIÑO,52254,EL PEÑOL,Cultivo permanente,2013,1.0
4053,52,NARIÑO,52256,EL ROSARIO,Cultivo permanente,2013,127.0
4054,52,NARIÑO,52260,EL TAMBO,Cultivo permanente,2013,1.0
4055,52,NARIÑO,52520,FRANCISCO PIZARRO ,Cultivo permanente,2013,61.0
4056,52,NARIÑO,52356,IPIALES,Cultivo permanente,2013,370.0
4057,52,NARIÑO,52381,LA FLORIDA,Cultivo intermintente,2013,0.0
4058,52,NARIÑO,52385,LA LLANADA,Cultivo permanente,2013,3.0
4059,52,NARIÑO,52390,LA TOLA,Cultivo permanente,2013,41.0
4060,52,NARIÑO,52405,LEIVA,Cultivo permanente,2013,2.0
4061,52,NARIÑO,52411,LINARES,Cultivo permanente,2013,52.0
4062,52,NARIÑO,52418,LOS ANDES ,Cultivo permanente,2013,55.0
4063,52,NARIÑO,52427,MAGÜÍ ,Cultivo permanente,2013,478.0
4064,52,NARIÑO,52435,MALLAMA ,Cultivo intermintente,2013,0.0
4065,52,NARIÑO,52473,MOSQUERA,Cultivo permanente,2013,115.0
4066,52,NARIÑO,52490,OLAYA HERRERA ,Cultivo permanente,2013,719.0
4067,52,NARIÑO,52540,POLICARPA,Cultivo permanente,2013,301.0
4068,52,NARIÑO,52573,PUERRES,Cultivo abandonado,2013,0.0
4069,52,NARIÑO,52612,RICAURTE,Cultivo permanente,2013,106.0
4070,52,NARIÑO,52621,ROBERTO PAYÁN ,Cultivo permanente,2013,858.0
4071,52,NARIÑO,52678,SAMANIEGO,Cultivo permanente,2013,336.0
4072,52,NARIÑO,52693,SAN PABLO,Cultivo abandonado,2013,0.0
4073,52,NARIÑO,52683,SANDONÁ,Cultivo intermintente,2013,0.0
4074,52,NARIÑO,52696,SANTA BÁRBARA ,Cultivo permanente,2013,279.0
4075,52,NARIÑO,52699,SANTA CRUZ ,Cultivo permanente,2013,14.0
4076,52,NARIÑO,52835,TUMACO,Cultivo permanente,2013,6612.0
4077,54,NORTE DE SANTANDER,54003,ÁBREGO,Cultivo permanente,2013,13.0
4078,54,NORTE DE SANTANDER,54109,BUCARASICA,Cultivo intermintente,2013,3.0
4079,54,NORTE DE SANTANDER,54128,CÁCHIRA,Cultivo abandonado,2013,16.0
4080,54,NORTE DE SANTANDER,54206,CONVENCIÓN,Cultivo permanente,2013,999.0
4081,54,NORTE DE SANTANDER,54001,CÚCUTA,Cultivo permanente,2013,61.0
4082,54,NORTE DE SANTANDER,54245,EL CARMEN,Cultivo permanente,2013,871.0
4083,54,NORTE DE SANTANDER,54250,EL TARRA,Cultivo permanente,2013,662.0
4084,54,NORTE DE SANTANDER,54261,EL ZULIA,Cultivo permanente,2013,25.0
4085,54,NORTE DE SANTANDER,54344,HACARÍ,Cultivo permanente,2013,51.0
4086,54,NORTE DE SANTANDER,54385,LA ESPERANZA,Cultivo intermintente,2013,30.0
4087,54,NORTE DE SANTANDER,54398,LA PLAYA,Cultivo intermintente,2013,0.0
4088,54,NORTE DE SANTANDER,54418,LOURDES,Cultivo abandonado,2013,0.0
4089,54,NORTE DE SANTANDER,54498,OCAÑA,Cultivo permanente,2013,1.0
4090,54,NORTE DE SANTANDER,54670,SAN CALIXTO,Cultivo permanente,2013,208.0
4091,54,NORTE DE SANTANDER,54720,SARDINATA,Cultivo permanente,2013,837.0
4092,54,NORTE DE SANTANDER,54800,TEORAMA,Cultivo permanente,2013,663.0
4093,54,NORTE DE SANTANDER,54810,TIBÚ,Cultivo permanente,2013,1905.0
4094,54,NORTE DE SANTANDER,54820,TOLEDO,Cultivo abandonado,2013,0.0
4095,86,PUTUMAYO,86001,MOCOA,Cultivo permanente,2013,49.0
4096,86,PUTUMAYO,86320,ORITO,Cultivo permanente,2013,784.0
4097,86,PUTUMAYO,86568,PUERTO ASÍS,Cultivo permanente,2013,2150.0
4098,86,PUTUMAYO,86569,PUERTO CAICEDO,Cultivo permanente,2013,682.0
4099,86,PUTUMAYO,86571,PUERTO GUZMÁN,Cultivo permanente,2013,624.0
4100,86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,Cultivo permanente,2013,1077.0
4101,86,PUTUMAYO,86757,SAN MIGUEL ,Cultivo permanente,2013,659.0
4102,86,PUTUMAYO,86760,SANTIAGO,Cultivo abandonado,2013,4.0
4103,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ ,Cultivo permanente,2013,1093.0
4104,86,PUTUMAYO,86885,VILLAGARZÓN,Cultivo permanente,2013,545.0
4105,68,SANTANDER,68020,ALBANIA,Cultivo abandonado,2013,0.0
4106,68,SANTANDER,68092,BETULIA,Cultivo abandonado,2013,0.0
4107,68,SANTANDER,68101,BOLÍVAR,Cultivo intermintente,2013,28.0
4108,68,SANTANDER,68176,CHIMA,Cultivo abandonado,2013,0.0
4109,68,SANTANDER,68190,CIMITARRA,Cultivo intermintente,2013,2.0
4110,68,SANTANDER,68209,CONFINES,Cultivo abandonado,2013,0.0
4111,68,SANTANDER,68211,CONTRATACIÓN,Cultivo abandonado,2013,0.0
4112,68,SANTANDER,68235,EL CARMEN,Cultivo intermintente,2013,0.0
4113,68,SANTANDER,68250,EL PEÑÓN,Cultivo intermintente,2013,0.0
4114,68,SANTANDER,68255,EL PLAYÓN,Cultivo abandonado,2013,5.0
4115,68,SANTANDER,68271,FLORIÁN,Cultivo abandonado,2013,0.0
4116,68,SANTANDER,68322,GUAPOTÁ,Cultivo abandonado,2013,0.0
4117,68,SANTANDER,68324,GUAVATÁ,Cultivo abandonado,2013,0.0
4118,68,SANTANDER,68377,LA BELLEZA,Cultivo intermintente,2013,3.0
4119,68,SANTANDER,68397,LA PAZ,Cultivo abandonado,2013,0.0
4120,68,SANTANDER,68385,LANDÁZURI,Cultivo abandonado,2013,1.0
4121,68,SANTANDER,68524,PALMAS DEL SOCORRO,Cultivo abandonado,2013,0.0
4122,68,SANTANDER,68573,PUERTO PARRA,Cultivo abandonado,2013,0.0
4123,68,SANTANDER,68615,RIONEGRO,Cultivo intermintente,2013,5.0
4124,68,SANTANDER,68655,SABANA DE TORRES,Cultivo abandonado,2013,0.0
4125,68,SANTANDER,68689,SAN VICENTE DE CHUCURÍ,Cultivo abandonado,2013,0.0
4126,68,SANTANDER,68720,SANTA HELENA DEL OPÓN,Cultivo intermintente,2013,3.0
4127,68,SANTANDER,68745,SIMACOTA,Cultivo intermintente,2013,1.0
4128,68,SANTANDER,68755,SOCORRO,Cultivo abandonado,2013,0.0
4129,68,SANTANDER,68773,SUCRE,Cultivo abandonado,2013,26.0
4130,68,SANTANDER,68861,VÉLEZ,Cultivo abandonado,2013,3.0
4131,76,VALLE DEL CAUCA,76100,BOLÍVAR,Cultivo permanente,2013,23.0
